Epoch	LR	Train Loss	Val Loss	Train Acc	Val Acc	
32.000000	0.000500	0.000812	0.000789	0.778290	0.787986	
33.000000	0.000500	0.000810	0.000788	0.782218	0.784407	
34.000000	0.000500	0.000806	0.000790	0.783775	0.784504	
35.000000	0.000500	0.000803	0.000788	0.786753	0.789838	
36.000000	0.000500	0.000801	0.000783	0.786757	0.794931	
37.000000	0.000500	0.000798	0.000779	0.790097	0.797100	
38.000000	0.000500	0.000796	0.000777	0.791056	0.793124	
39.000000	0.000500	0.000795	0.000781	0.791641	0.796633	
40.000000	0.000500	0.000789	0.000779	0.794636	0.792609	
41.000000	0.000500	0.000788	0.000777	0.798947	0.795613	
42.000000	0.000500	0.000788	0.000772	0.798603	0.800210	
43.000000	0.000500	0.000788	0.000771	0.798540	0.804591	
44.000000	0.000500	0.000782	0.000777	0.801839	0.800852	
45.000000	0.000500	0.000778	0.000764	0.805155	0.805861	
46.000000	0.000500	0.000777	0.000768	0.805717	0.808055	
47.000000	0.000500	0.000775	0.000769	0.806591	0.805177	
48.000000	0.000500	0.000775	0.000765	0.807659	0.803754	
49.000000	0.000500	0.000773	0.000763	0.809185	0.810058	
50.000000	0.000500	0.000772	0.000762	0.810376	0.812203	
51.000000	0.000500	0.000770	0.000764	0.811121	0.808101	
52.000000	0.000500	0.000764	0.000765	0.814994	0.807986	
53.000000	0.000500	0.000765	0.000766	0.814616	0.806734	
54.000000	0.000500	0.000765	0.000761	0.815440	0.815402	
55.000000	0.000500	0.000762	0.000758	0.817624	0.813593	
56.000000	0.000500	0.000761	0.000763	0.815905	0.814112	
57.000000	0.000500	0.000759	0.000760	0.818853	0.814024	
58.000000	0.000500	0.000759	0.000766	0.819523	0.816083	
59.000000	0.000500	0.000756	0.000763	0.819956	0.811021	
60.000000	0.000500	0.000756	0.000759	0.821194	0.816719	
61.000000	0.000500	0.000751	0.000761	0.823911	0.816060	
62.000000	0.000500	0.000753	0.000759	0.822709	0.815349	
63.000000	0.000500	0.000749	0.000750	0.825549	0.820395	
64.000000	0.000500	0.000749	0.000757	0.825498	0.815439	
65.000000	0.000500	0.000748	0.000756	0.826575	0.816728	
66.000000	0.000500	0.000749	0.000751	0.826038	0.820675	
67.000000	0.000500	0.000748	0.000756	0.827281	0.816244	
68.000000	0.000500	0.000743	0.000756	0.830354	0.818663	
69.000000	0.000500	0.000748	0.000755	0.827931	0.820455	
70.000000	0.000500	0.000743	0.000754	0.830062	0.818922	
71.000000	0.000500	0.000742	0.000754	0.831253	0.819058	
72.000000	0.000500	0.000741	0.000753	0.831561	0.819514	
73.000000	0.000500	0.000741	0.000758	0.831560	0.821640	
74.000000	0.000500	0.000738	0.000747	0.832842	0.823527	
75.000000	0.000500	0.000738	0.000751	0.833934	0.822894	
76.000000	0.000500	0.000735	0.000751	0.835514	0.823963	
77.000000	0.000500	0.000736	0.000744	0.835379	0.826348	
78.000000	0.000500	0.000733	0.000750	0.837257	0.821938	
79.000000	0.000500	0.000737	0.000750	0.835107	0.823939	
80.000000	0.000500	0.000734	0.000745	0.836783	0.829781	
81.000000	0.000500	0.000731	0.000745	0.836758	0.826534	
82.000000	0.000500	0.000730	0.000745	0.840454	0.825589	
83.000000	0.000500	0.000727	0.000742	0.841492	0.826791	
84.000000	0.000500	0.000727	0.000748	0.841505	0.823546	
85.000000	0.000500	0.000728	0.000746	0.840484	0.824208	
86.000000	0.000500	0.000723	0.000747	0.843030	0.827249	
87.000000	0.000500	0.000724	0.000747	0.842552	0.830296	
88.000000	0.000500	0.000724	0.000747	0.844527	0.826184	
89.000000	0.000500	0.000725	0.000750	0.842041	0.825405	
90.000000	0.000500	0.000717	0.000744	0.846045	0.826315	
91.000000	0.000500	0.000722	0.000744	0.844133	0.828212	
92.000000	0.000500	0.000720	0.000742	0.845882	0.826286	
93.000000	0.000500	0.000718	0.000743	0.845521	0.827417	
94.000000	0.000500	0.000721	0.000745	0.845645	0.826164	
95.000000	0.000500	0.000718	0.000739	0.848218	0.829289	
96.000000	0.000500	0.000717	0.000746	0.848173	0.829860	
97.000000	0.000500	0.000717	0.000746	0.847052	0.830950	
98.000000	0.000500	0.000717	0.000739	0.846786	0.832137	
99.000000	0.000500	0.000715	0.000749	0.849501	0.831147	
100.000000	0.000500	0.000714	0.000745	0.849414	0.831057	
101.000000	0.000500	0.000712	0.000751	0.850551	0.822155	
102.000000	0.000500	0.000715	0.000741	0.849126	0.829826	
103.000000	0.000500	0.000711	0.000744	0.850712	0.827138	
104.000000	0.000500	0.000711	0.000747	0.850409	0.830635	
105.000000	0.000500	0.000707	0.000739	0.853949	0.833148	
106.000000	0.000500	0.000707	0.000743	0.854142	0.831097	
107.000000	0.000500	0.000707	0.000741	0.853921	0.829300	
108.000000	0.000500	0.000706	0.000743	0.854031	0.832586	
109.000000	0.000500	0.000705	0.000740	0.854489	0.835447	
110.000000	0.000500	0.000703	0.000736	0.856597	0.833790	
111.000000	0.000500	0.000705	0.000739	0.854539	0.830893	
112.000000	0.000500	0.000704	0.000741	0.856346	0.832299	
113.000000	0.000500	0.000702	0.000743	0.856385	0.832446	
114.000000	0.000500	0.000703	0.000740	0.856042	0.832204	
115.000000	0.000500	0.000703	0.000737	0.856346	0.833705	
116.000000	0.000500	0.000704	0.000738	0.855744	0.832370	
117.000000	0.000500	0.000698	0.000740	0.859822	0.832324	
118.000000	0.000500	0.000698	0.000737	0.860379	0.834728	
119.000000	0.000500	0.000698	0.000745	0.858409	0.836199	
120.000000	0.000500	0.000696	0.000744	0.859786	0.833369	
121.000000	0.000500	0.000697	0.000739	0.859873	0.835982	
122.000000	0.000500	0.000694	0.000742	0.861571	0.833276	
123.000000	0.000500	0.000697	0.000738	0.859004	0.836783	
124.000000	0.000500	0.000697	0.000739	0.859176	0.833919	
125.000000	0.000500	0.000693	0.000739	0.862730	0.834380	
126.000000	0.000500	0.000698	0.000739	0.860236	0.833784	
127.000000	0.000500	0.000694	0.000741	0.861235	0.825870	
128.000000	0.000500	0.000691	0.000743	0.863932	0.831559	
129.000000	0.000500	0.000696	0.000741	0.859831	0.830553	
130.000000	0.000500	0.000692	0.000737	0.863298	0.835728	
131.000000	0.000500	0.000688	0.000737	0.864242	0.836203	
132.000000	0.000500	0.000692	0.000735	0.862638	0.835936	
133.000000	0.000500	0.000696	0.000742	0.860848	0.832259	
134.000000	0.000500	0.000691	0.000735	0.863524	0.835291	
135.000000	0.000500	0.000692	0.000734	0.863398	0.835042	
136.000000	0.000500	0.000689	0.000738	0.863910	0.837301	
137.000000	0.000500	0.000688	0.000744	0.864679	0.836547	
138.000000	0.000500	0.000690	0.000736	0.862880	0.830119	
139.000000	0.000500	0.000689	0.000742	0.864743	0.836883	
140.000000	0.000500	0.000687	0.000743	0.865669	0.835577	
141.000000	0.000500	0.000686	0.000735	0.866151	0.834101	
142.000000	0.000500	0.000685	0.000742	0.866875	0.836534	
143.000000	0.000500	0.000681	0.000737	0.869050	0.838898	
144.000000	0.000500	0.000683	0.000736	0.867644	0.836109	
145.000000	0.000500	0.000681	0.000744	0.869665	0.836210	
146.000000	0.000500	0.000682	0.000739	0.868264	0.832984	
147.000000	0.000500	0.000684	0.000736	0.868073	0.837266	
148.000000	0.000500	0.000683	0.000736	0.867051	0.835744	
149.000000	0.000500	0.000682	0.000735	0.867936	0.839767	
150.000000	0.000500	0.000680	0.000739	0.869190	0.833357	
151.000000	0.000050	0.000667	0.000730	0.876319	0.840496	
152.000000	0.000050	0.000659	0.000730	0.879064	0.841197	
153.000000	0.000050	0.000654	0.000730	0.881975	0.842218	
154.000000	0.000050	0.000653	0.000728	0.883195	0.841726	
155.000000	0.000050	0.000650	0.000727	0.884197	0.844151	
156.000000	0.000050	0.000654	0.000725	0.881851	0.843084	
157.000000	0.000050	0.000649	0.000727	0.883890	0.842753	
158.000000	0.000050	0.000652	0.000727	0.883136	0.843343	
159.000000	0.000050	0.000648	0.000728	0.885484	0.844506	
160.000000	0.000050	0.000651	0.000726	0.883703	0.845657	
161.000000	0.000050	0.000647	0.000726	0.884998	0.844715	
162.000000	0.000050	0.000644	0.000725	0.886812	0.844359	
163.000000	0.000050	0.000644	0.000728	0.887412	0.845368	
164.000000	0.000050	0.000644	0.000724	0.887623	0.845627	
165.000000	0.000050	0.000643	0.000728	0.887547	0.844393	
166.000000	0.000050	0.000642	0.000728	0.888158	0.844117	
167.000000	0.000050	0.000645	0.000727	0.886650	0.844390	
168.000000	0.000050	0.000640	0.000728	0.888988	0.843837	
169.000000	0.000050	0.000643	0.000727	0.886833	0.844910	
170.000000	0.000050	0.000641	0.000726	0.889524	0.845711	
171.000000	0.000050	0.000641	0.000727	0.889037	0.844814	
172.000000	0.000050	0.000639	0.000729	0.888865	0.846021	
173.000000	0.000050	0.000639	0.000726	0.888785	0.845672	
174.000000	0.000050	0.000639	0.000727	0.889437	0.846372	
175.000000	0.000050	0.000642	0.000728	0.887166	0.845546	
176.000000	0.000005	0.000640	0.000726	0.888467	0.845621	
177.000000	0.000005	0.000638	0.000727	0.890405	0.845472	
178.000000	0.000005	0.000639	0.000727	0.889079	0.846306	
179.000000	0.000005	0.000640	0.000727	0.888225	0.846269	
180.000000	0.000005	0.000638	0.000727	0.889814	0.846755	
181.000000	0.000005	0.000636	0.000726	0.890527	0.845687	
182.000000	0.000005	0.000637	0.000728	0.889769	0.847376	
183.000000	0.000005	0.000636	0.000726	0.890962	0.845590	
184.000000	0.000005	0.000636	0.000726	0.891400	0.846158	
185.000000	0.000005	0.000635	0.000726	0.892000	0.848405	
186.000000	0.000005	0.000637	0.000727	0.890022	0.846185	
187.000000	0.000005	0.000636	0.000726	0.891189	0.846911	
188.000000	0.000005	0.000636	0.000726	0.890786	0.847405	
189.000000	0.000005	0.000635	0.000726	0.891149	0.846738	
190.000000	0.000005	0.000637	0.000726	0.889365	0.846851	
191.000000	0.000005	0.000634	0.000727	0.891605	0.846073	
192.000000	0.000005	0.000636	0.000727	0.890313	0.847398	
193.000000	0.000005	0.000637	0.000727	0.890902	0.845900	
194.000000	0.000005	0.000636	0.000727	0.891338	0.845679	
195.000000	0.000005	0.000640	0.000726	0.889265	0.845872	
196.000000	0.000005	0.000635	0.000728	0.891338	0.847070	
197.000000	0.000005	0.000634	0.000728	0.892985	0.846519	
198.000000	0.000005	0.000637	0.000727	0.891479	0.846192	
199.000000	0.000005	0.000638	0.000726	0.889226	0.846545	
200.000000	0.000005	0.000637	0.000727	0.890623	0.845235	
201.000000	0.000001	0.000636	0.000725	0.890981	0.845704	
202.000000	0.000001	0.000635	0.000727	0.891577	0.846639	
203.000000	0.000001	0.000635	0.000727	0.889562	0.846748	
204.000000	0.000001	0.000635	0.000727	0.890914	0.846795	
205.000000	0.000001	0.000635	0.000726	0.890864	0.846822	
206.000000	0.000001	0.000637	0.000727	0.891192	0.846964	
207.000000	0.000001	0.000637	0.000726	0.889984	0.847285	
208.000000	0.000001	0.000637	0.000728	0.890133	0.846801	
209.000000	0.000001	0.000635	0.000726	0.890343	0.848045	
210.000000	0.000001	0.000634	0.000726	0.891386	0.847075	
211.000000	0.000001	0.000637	0.000728	0.890231	0.846163	
212.000000	0.000001	0.000634	0.000726	0.891345	0.847423	
213.000000	0.000001	0.000638	0.000726	0.889647	0.846812	
214.000000	0.000001	0.000637	0.000727	0.889402	0.845363	
215.000000	0.000001	0.000633	0.000726	0.891332	0.846289	
216.000000	0.000001	0.000635	0.000727	0.891602	0.847008	
217.000000	0.000001	0.000637	0.000726	0.890160	0.846612	
218.000000	0.000001	0.000635	0.000726	0.891197	0.847699	
219.000000	0.000001	0.000633	0.000727	0.891906	0.846885	
220.000000	0.000001	0.000635	0.000728	0.892368	0.846991	
